Typ;Group;Comment;Update;W'keit;Speed;Faktor;Koffer;Gimmik beim laufen oder Gimmick OffsetX;Gimmick beim warten oder Gimmick OffsetX;OffsetX;OffsetY;Palette;Norden;...;Anz;Osten;...;Anz;Süden;...;Anz;Westen;...;Anz;Rennen: Norden;;Anz;Rennen: Osten;;Anz;Rennen: Süden;;Anz;Rennen: Westen;;Anz;Gimmick;Anz;Winken;Anz;SitzenN;Anz;SitzenS;Anz;Stehen;Stehgimmick;Anz
21;-;Spieler 1 (Frau / blau);1;10000;4;1;0;-;2;0;0;PL1_PAL.LBM;PL1_N00;PL1_N00;10;PL1_O00;PL1_O00;10;PL1_S00;PL1_S00;10;PL1_W00;PL1_W00;10;PL1_RN00;PL1_RN00;9;PL1_RO00;PL1_RO00;9;PL1_RS00;PL1_RS00;9;PL1_RW00;PL1_RW00;9;PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL PL1_EXPL ;-1;P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL02 P1_CL02 P1_CL03 P1_CL03 P1_CL04 P1_CL04 P1_CL05 P1_CL05 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL06 P1_CL06 P1_CL07 P1_CL07 P1_CL08 P1_CL08 P1_CL09 P1_CL09 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL02 P1_CL02 P1_CL03 P1_CL03 P1_CL04 P1_CL04 P1_CL05 P1_CL05 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL01 P1_CL06 P1_CL06 P1_CL07 P1_CL07 P1_CL08 P1_CL08 P1_CL09 P1_CL09 P1_CL01 P1_CL01 P1_CL01 P1_CL01;-1;SENS_I01;-1;SENS_I01;-1;PL1_WN PL1_WO PL1_WS PL1_WW PL1_WNT PL1_WOT PL1_WST PL1_WWT;PL1_GI00;10
-;-;-;-;-;-;-;-;-;-;-3;0;-;SH_P1_NS;SH_P1_NS;1;SHADOW;SH_P1_O1 SH_P1_O1 SH_P1_O2 SH_P1_O2 SH_P1_O2 SH_P1_O1 SH_P1_O1 SH_P1_O1 SH_P1_O2 SH_P1_O2;-1;SH_P1_NS;SH_P1_NS;1;SHADOW;SH_P1_W1 SH_P1_W1 SH_P1_W2 SH_P1_W2 SH_P1_W2 SH_P1_W1 SH_P1_W1 SH_P1_W1 SH_P1_W2 SH_P1_W2;-1;SH_P1_NS;SH_P1_NS;1;SH_P1_O2;SH_P1_O2;1;SH_P1_NS;SH_P1_NS;1;SH_P1_W2;SH_P1_W2;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SH_P1_NS SH_P1_O1 SH_P1_NS SH_P1_W1 SH_P1_NS SH_P1_O1 SH_P1_NS SH_P1_W1;SH_P1_NS;-1
-;-;-;-;-;-;-;-;-;-;6;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01 SK_O01 SK_O02 SK_O02 SK_O03 SK_O04 SK_O04 SK_O05 SK_O05 SK_O06;-1;SK_O01;SK_O01;1;SK_W01;SK_W01 SK_W01 SK_W02 SK_W02 SK_W03 SK_W04 SK_W04 SK_W05 SK_W05 SK_W06;-1;SK_O01;SK_O01;1;SK_O01;SK_O01 SK_O01 SK_O02 SK_O02 SK_O03 SK_O04 SK_O04 SK_O05 SK_O06;-1;SK_O01;SK_O01;1;SK_W01;SK_W01 SK_W01 SK_W02 SK_W02 SK_W03 SK_W04 SK_W04 SK_W05 SK_W06;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O06 SK_O06 SK_O06 SK_W06 SK_O06 SK_O06 SK_O06 SK_W06;SK_O01;-1
22;-;Spieler 2 (grün);1;10000;4;1;0;-;2;0;0;PL2_PAL.LBM;PL2_N01;PL2_N01;10;PL2_O01;PL2_O01;10;PL2_S01;PL2_S01;10;PL2_W01;PL2_W01;10;PL2_RN01;PL2_RN01;9;PL2_RO01;PL2_RO01;9;PL2_RS01;PL2_RS01;9;PL2_RW01;PL2_RW01;9;PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL PL2_EXPL;-1;P2_CL01 P2_CL01 P2_CL02 P2_CL02 P2_CL03 P2_CL03 P2_CL04 P2_CL04 P2_CL05 P2_CL05 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL06 P2_CL06 P2_CL07 P2_CL07 P2_CL08 P2_CL08 P2_CL09 P2_CL09 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL02 P2_CL02 P2_CL03 P2_CL03 P2_CL04 P2_CL04 P2_CL05 P2_CL05 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL01 P2_CL06 P2_CL06 P2_CL07 P2_CL07 P2_CL08 P2_CL08 P2_CL09 P2_CL09 P2_CL01 P2_CL01 P2_CL01 P2_CL01;-1;SENS_I01;-1;SENS_I01;-1;PL2_WN PL2_WO PL2_WS PL2_WW PL2_WNT PL2_WOT PL2_WST PL2_WWT;PL2_GI00;22
-;-;-;-;-;-;-;-;-;-;0;-1;-;SH_P1_NS;SH_P1_NS;1;SHADOW;SH_P2_O1 SH_P2_O1 SH_P2_O2 SH_P2_O2 SH_P2_O2 SH_P2_O1 SH_P2_O1 SH_P2_O1 SH_P2_O2 SH_P2_O2;-1;SH_P1_NS;SH_P1_NS;1;SHADOW;SH_P1_W1 SH_P1_W1 SH_P1_W2 SH_P1_W2 SH_P1_W2 SH_P1_W1 SH_P1_W1 SH_P1_W1 SH_P1_W2 SH_P1_W2;-1;SH_P1_NS;SH_P1_NS;1;SH_P2_O2;SH_P2_O2;1;SH_P1_NS;SH_P1_NS;1;SH_P1_W2;SH_P1_W2;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SH_P1_NS SH_P2_O1 SH_P1_NS SH_P1_W1 SH_P1_NS SH_P2_O1 SH_P1_NS SH_P1_W1;SH_P1_NS;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01 SK_O01 SK_O02 SK_O02 SK_O03 SK_O04 SK_O04 SK_O05 SK_O05 SK_O06;-1;SK_O01;SK_O01;1;SK_W01;SK_W01 SK_W01 SK_W02 SK_W02 SK_W03 SK_W04 SK_W04 SK_W05 SK_W05 SK_W06;-1;SK_O01;SK_O01;1;SK_O01;SK_O01 SK_O01 SK_O02 SK_O02 SK_O03 SK_O04 SK_O04 SK_O05 SK_O06;-1;SK_O01;SK_O01;1;SK_W01;SK_W01 SK_W01 SK_W02 SK_W02 SK_W03 SK_W04 SK_W04 SK_W05 SK_W06;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O06 SK_O06 SK_O06 SK_W06 SK_O06 SK_O06 SK_O06 SK_W06;SK_O01;-1
23;-;Spieler 3 (rot);1;10000;4;1;0;-;2;0;0;PL3_PAL.LBM;PL3_N01;PL3_N01;10;PL3_O01;PL3_O01;10;PL3_S01;PL3_S01;10;PL3_W01;PL3_W01;10;PL3_RN01;PL3_RN01;9;PL3_RO01;PL3_RO01;9;PL3_RS01;PL3_RS01;9;PL3_RW01;PL3_RW01;9;PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL PL3_EXPL;-1;P3_CL01 P3_CL01 P3_CL02 P3_CL02 P3_CL03 P3_CL03 P3_CL04 P3_CL04 P3_CL05 P3_CL05 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL06 P3_CL06 P3_CL07 P3_CL07 P3_CL08 P3_CL08 P3_CL09 P3_CL09 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL02 P3_CL02 P3_CL03 P3_CL03 P3_CL04 P3_CL04 P3_CL05 P3_CL05 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL01 P3_CL06 P3_CL06 P3_CL07 P3_CL07 P3_CL08 P3_CL08 P3_CL09 P3_CL09 P3_CL01 P3_CL01 P3_CL01 P3_CL01;-1;SENS_I01;-1;SENS_I01;-1;PL3_WN PL3_WO PL3_WS PL3_WW PL3_WNT PL3_WOT PL3_WST PL3_WWT;PL3_GI00;15
-;-;-;-;-;-;-;-;-;-;0;-3;-;SH_P1_NS;SH_P1_NS;1;SHADOW;SH_P3_O1 SH_P3_O1 SH_P3_O2 SH_P3_O2 SH_P3_O2 SH_P3_O1 SH_P3_O1 SH_P3_O1 SH_P3_O2 SH_P3_O2;-1;SH_P1_NS;SH_P1_NS;1;SHADOW;SH_P3_W1 SH_P3_W1 SH_P3_W2 SH_P3_W2 SH_P3_W2 SH_P3_W1 SH_P3_W1 SH_P3_W1 SH_P3_W2 SH_P3_W2;-1;SH_P1_NS;SH_P1_NS;1;SH_P3_O2;SH_P3_O2;1;SH_P1_NS;SH_P1_NS;1;SH_P3_W2;SH_P3_W2;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SH_P1_NS SH_P3_O1 SH_P1_NS SH_P3_W1 SH_P1_NS SH_P3_O1 SH_P1_NS SH_P3_W1;SH_P1_NS;-1
-;-;-;-;-;-;-;-;-;-;2;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01 SK_O01 SK_O02 SK_O02 SK_O03 SK_O04 SK_O04 SK_O05 SK_O05 SK_O06;-1;SK_O01;SK_O01;1;SK_W01;SK_W01 SK_W01 SK_W02 SK_W02 SK_W03 SK_W04 SK_W04 SK_W05 SK_W05 SK_W06;-1;SK_O01;SK_O01;1;SK_O01;SK_O01 SK_O01 SK_O02 SK_O02 SK_O03 SK_O04 SK_O04 SK_O05 SK_O06;-1;SK_O01;SK_O01;1;SK_W01;SK_W01 SK_W01 SK_W02 SK_W02 SK_W03 SK_W04 SK_W04 SK_W05 SK_W06;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O06 SK_O06 SK_O06 SK_W06 SK_O06 SK_O06 SK_O06 SK_W06;SK_O01;-1
24;-;Spieler 4 (gelb);1;10000;4;1;0;-;2;0;0;PL4_PAL.LBM;PL4_N00;PL4_N00;10;PL4_O00;PL4_O00;10;PL4_S00;PL4_S00;10;PL4_W00;PL4_W00;10;PL4_RN00;PL4_RN00;9;PL4_RO00;PL4_RO00;9;PL4_RS00;PL4_RS00;9;PL4_RW00;PL4_RW00;9;PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL PL4_EXPL;-1;P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL02 P4_CL02 P4_CL03 P4_CL03 P4_CL04 P4_CL04 P4_CL05 P4_CL05 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL06 P4_CL06 P4_CL07 P4_CL07 P4_CL08 P4_CL08 P4_CL09 P4_CL09 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL02 P4_CL02 P4_CL03 P4_CL03 P4_CL04 P4_CL04 P4_CL05 P4_CL05 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL01 P4_CL06 P4_CL06 P4_CL07 P4_CL07 P4_CL08 P4_CL08 P4_CL09 P4_CL09 P4_CL01 P4_CL01 P4_CL01 P4_CL01;-1;SENS_I01;-1;SENS_I01;-1;PL4_WN PL4_WO PL4_WS PL4_WW PL4_WNT PL4_WOT PL4_WST PL4_WWT;PL4_GI00;15
-;-;-;-;-;-;-;-;-;-;0;-1;-;SH_P1_NS;SH_P1_NS;1;SHADOW;SH_P2_O1 SH_P2_O1 SH_P2_O2 SH_P2_O2 SH_P2_O2 SH_P2_O1 SH_P2_O1 SH_P2_O1 SH_P2_O2 SH_P2_O2;-1;SH_P1_NS;SH_P1_NS;1;SHADOW;SH_P1_W1 SH_P1_W1 SH_P1_W2 SH_P1_W2 SH_P1_W2 SH_P1_W1 SH_P1_W1 SH_P1_W1 SH_P1_W2 SH_P1_W2;-1;SH_P1_NS;SH_P1_NS;1;SH_P2_O2;SH_P2_O2;1;SH_P1_NS;SH_P1_NS;1;SH_P1_W2;SH_P1_W2;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SH_P1_NS SH_P2_O1 SH_P1_NS SH_P1_W1 SH_P1_NS SH_P2_O1 SH_P1_NS SH_P1_W1;SH_P1_NS;-1
-;-;-;-;-;-;-;-;-;-;1;1;-;SK_O01;SK_O01;1;SK_O01;SK_O01 SK_O01 SK_O02 SK_O02 SK_O03 SK_O04 SK_O04 SK_O05 SK_O05 SK_O06;-1;SK_O01;SK_O01;1;SK_W01;SK_W01 SK_W01 SK_W02 SK_W02 SK_W03 SK_W04 SK_W04 SK_W05 SK_W05 SK_W06;-1;SK_O01;SK_O01;1;SK_O01;SK_O01 SK_O01 SK_O02 SK_O02 SK_O03 SK_O04 SK_O04 SK_O05 SK_O06;-1;SK_O01;SK_O01;1;SK_W01;SK_W01 SK_W01 SK_W02 SK_W02 SK_W03 SK_W04 SK_W04 SK_W05 SK_W06;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O06 SK_O06 SK_O06 SK_W06 SK_O06 SK_O06 SK_O06 SK_W06;SK_O01;-1
30;-;Karton mit Troggl;0;10000;1;2;1;-;-;-10;-8;DEF_PAL.LBM;KOFER1-1;KOFER1-1;6;KOFER1-1;KOFER1-1;6;KOFER1-1;KOFER1-1;6;KOFER1-1;KOFER1-1;6;KOFER1-1;KOFER1-1;6;KOFER1-1;KOFER1-1;6;KOFER1-1;KOFER1-1;6;KOFER1-1;KOFER1-1;6;KOFER1-1;1;KOFER1-1;1;KOFER1-1;1;KOFER1-1;1;KOFER1-1 KOFER1-1 KOFER1-1 KOFER1-1;KOFER1-1;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Roter Koffer von der Blondine;0;10000;1;2;2;-;-;-7;-10;DEF_PAL.LBM;KOFFER02;KOFFER02;1;KOFFER02;KOFFER02;1;KOFFER02;KOFFER02;1;KOFFER02;KOFFER02;1;KOFFER02;KOFFER02;1;KOFFER02;KOFFER02;1;KOFFER02;KOFFER02;1;KOFFER02;KOFFER02;1;KOFFER02;1;KOFFER02;1;KOFFER02;1;KOFFER02;1;KOFFER02;KOFFER02;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer;0;10000;1;2;3;-;-;0;0;DEF_PAL.LBM;KOFFER03;KOFFER03;1;KOFFER03;KOFFER03;1;KOFFER03;KOFFER03;1;KOFFER03;KOFFER03;1;KOFFER03;KOFFER03;1;KOFFER03;KOFFER03;1;KOFFER03;KOFFER03;1;KOFFER03;KOFFER03;1;KOFFER03;1;KOFFER03;1;KOFFER03;1;KOFFER03;1;KOFFER03;KOFFER03;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer;0;10000;1;2;4;-;-;0;0;DEF_PAL.LBM;KOFFER04;KOFFER04;1;KOFFER04;KOFFER04;1;KOFFER04;KOFFER04;1;KOFFER04;KOFFER04;1;KOFFER04;KOFFER04;1;KOFFER04;KOFFER04;1;KOFFER04;KOFFER04;1;KOFFER04;KOFFER04;1;KOFFER04;1;KOFFER04;1;KOFFER04;1;KOFFER04;1;KOFFER04;KOFFER04;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer;0;10000;1;2;5;-;-;0;0;DEF_PAL.LBM;KOFFER05;KOFFER05;1;KOFFER05;KOFFER05;1;KOFFER05;KOFFER05;1;KOFFER05;KOFFER05;1;KOFFER05;KOFFER05;1;KOFFER05;KOFFER05;1;KOFFER05;KOFFER05;1;KOFFER05;KOFFER05;1;KOFFER05;1;KOFFER05;1;KOFFER05;1;KOFFER05;1;KOFFER05;KOFFER05;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer;0;10000;1;2;6;-;-;0;0;DEF_PAL.LBM;KOFFER06;KOFFER06;1;KOFFER06;KOFFER06;1;KOFFER06;KOFFER06;1;KOFFER06;KOFFER06;1;KOFFER06;KOFFER06;1;KOFFER06;KOFFER06;1;KOFFER06;KOFFER06;1;KOFFER06;KOFFER06;1;KOFFER06;1;KOFFER06;1;KOFFER06;1;KOFFER06;1;KOFFER06;KOFFER06;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer;0;10000;1;2;7;-;-;0;0;DEF_PAL.LBM;KOFFER07;KOFFER07;1;KOFFER07;KOFFER07;1;KOFFER07;KOFFER07;1;KOFFER07;KOFFER07;1;KOFFER07;KOFFER07;1;KOFFER07;KOFFER07;1;KOFFER07;KOFFER07;1;KOFFER07;KOFFER07;1;KOFFER07;1;KOFFER07;1;KOFFER07;1;KOFFER07;1;KOFFER07;KOFFER07;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer;0;10000;1;2;8;-;-;-7;-14;DEF_PAL.LBM;KOFFER08;KOFFER08;1;KOFFER08;KOFFER08;1;KOFFER08;KOFFER08;1;KOFFER08;KOFFER08;1;KOFFER08;KOFFER08;1;KOFFER08;KOFFER08;1;KOFFER08;KOFFER08;1;KOFFER08;KOFFER08;1;KOFFER08;1;KOFFER08;1;KOFFER08;1;KOFFER08;1;KOFFER08;KOFFER08;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
30;-;Koffer;0;10000;1;2;9;-;-;0;0;DEF_PAL.LBM;KOFFER09;KOFFER09;1;KOFFER09;KOFFER09;1;KOFFER09;KOFFER09;1;KOFFER09;KOFFER09;1;KOFFER09;KOFFER09;1;KOFFER09;KOFFER09;1;KOFFER09;KOFFER09;1;KOFFER09;KOFFER09;1;KOFFER09;1;KOFFER09;1;KOFFER09;1;KOFFER09;1;KOFFER09;KOFFER09;1
-;-;-;-;-;-;-;-;-;-;0;0;-;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;SHADOW;1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW;-1;SHADOW SHADOW SHADOW SHADOW;SHADOW;-1
-;-;-;-;-;-;-;-;-;-;0;0;-;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;SK_O01;1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01;-1;SK_O01 SK_O01 SK_O01 SK_O01;SK_O01;-1
